,name,date,rating,text
516,MANISH,4-Dec-16,5,it was great offer to have these many cokes.
517,Amanda M.,7-Sep-17,2,"i've been a huge fan of coke zero since it came out originally. i had almost given up on diet colas as tasting too diet-y, but then i tried coke zero and no other diet cola compared to it.this is why i am so saddened to say that the new coke zero sugar just does not compare to it. i tried it, fully expecting it to taste like coke zero. i thought, hey, how much of a difference could there be? but no, it's bad. it doesn't taste more like coke, it tastes more like diet coke, and well, i never liked diet coke. the diet taste is extremely strong, and as someone who only drinks diet sodas, you would think that taste would be nearly impossible for me to detect but it's so strong. it tastes like artificial sweetener and badness.between diet coke and diet pepsi, i have to go with diet pepsi because diet coke is just not good. (and i always preferred coke to pepsi, so that's saying something.)so, now that coca-cola has needlessly destroyed coke zero and made it taste worse than diet coke, i guess i'll switch to diet pepsi."
518,Jimbo,19-Jun-22,5,coke zero is the best non sugar cola in the market and the bottles are the perfect size for a hot summer day.
519,Mipp,21-Aug-20,5,i thilrught i was getting reg coke but zero came ....guess what i lov it.
520,Jackson,10-Mar-23,5,nice.
521,CupcakeS,28-Nov-21,5,it tastes great.
522,REMIXX,11-May-22,5,best low cal. woke soda!
523,Clairekitty,5-Jul-22,5,"healthy, quick."
524,Kelly L.,13-Mar-24,5,great value for this soda.
525,Valeria,23-Oct-21,5,"i used to drink diet coke and diet pepsi, not crazy about the artificial sweetener aftertaste. i quit them after learning about aspartame's health issues. i didn't know it was still in use till i saw ingredients in both zero coke and zero pepsi, which i've ordered recently, liking the taste. wouldn't otherwise guess aspartame would be the artificial sweetener of choice in these. don't know why the taste would be better than the old diet colas. wish they'd use something not harmful so i can still order colas."
526,Kirby Taylor,26-Feb-24,5,what i like about this soda is that is sugar free and quenches your thirst and i love it on the market with amazon as long as there's no recall on it!
527,Kindle Customer,2-Apr-24,5,they are a great treat but not sold in stores in my state. they are quite pricey but so is everything else. i love the taste.
528,Emad sherif,15-Apr-24,5,all cans came in good condition.
529,Bert,30-Mar-24,5,i liked the flavor. it was for my own use.
530,Janak Katdare,16-Apr-24,4,"taste good, probably give u cancer but no calories ."
531,Judy Skolnick,1-Apr-24,5,i liked it for a once and a while drink.
532,Yoel Abitboul,11-Mar-24,5,"finally, it’s coke zero! as we can expect. the little cans are nice to take a little portion during the day."
533,Amanda Terrell,5-Mar-24,1,the product arrived in a box that was half soaked in soda. the box is almost shredding. the drinks were all covered in soda and had to be washed individually. two of the cans arrived open and empty.
534,Todd Smith,4-Apr-24,4,weird aftertaste and i wonder are these bad for you ?
535,Kindle Customer,15-Feb-24,4,it tastes a little flat. i don't know if that's amazon or the coke zero. i feel like i remember bottles were more fizzy. but the taste is okay. enough to take the edge off if you want a coke but can't have the sugar.
536,Bayo Elizabeth Cary,14-Feb-24,5,"i love diet coke. however, i avoided caffeine. the smaller coke zero portions are ""perfect"" for me. i can have a diet coke. i can drink the whole can& the caffeine from the smaller can size, never keeps me up at night!"
537,trebleclef,26-Nov-23,5,"as said, it's coke zero, and you're probably here not because you haven't tried it and decided that you already like it, but just to see if it tastes the same when ordered here online. it does. just be careful. these are the tiny cans, not the regular size cans. that was my mistake; i thought i was getting the regular sized cans, because i misread the mini part. that said, if you know what you're getting, these mini cans are more than i'd like to pay, but the mini size is actually perfect, because i often don't drink the whole full-sized can anyway, and so these little mini cans have just enough for one serving. i'll probably get them again intentionally, because i like the mini servings; they're just more expensive than buying the larger cans."
538,mac,9-Apr-24,3,"the description, doesn't say mini, the can doesn't say mini... just the box, which you don't focus on, because it's in the background. before you order, make sure it's the right one."
539,Gabriel Gama,24-Feb-24,5,it is coke. it is zero. good enough.
540,Amazon Customer,5-Jan-24,4,"refreshment ffor hubby, but they are teeny tiny cans of coca cola."
541,Kaylee,22-Feb-24,5,mini size cans have become my new obsession. love these!
542,Natalie,12-Feb-24,5,"love ordering these through amazon. same price as grocery store. wish amazon offered more flavors, specifically dr pepper and diet coke."
543,william watson,21-Feb-24,5,the perfect size !
544,Dorothy C. Bordelon,3-Feb-24,5,waiting for my next order to be delivered. nice to have more room in refrigerator with smaller cans.
545,Prazene,26-Jan-24,5,"i love coke zero. these are the perfect drink to put in your fridge. the bottle is small. when it’s cold, it is just like a normal coke."
546,"Diana, sent 1 bottle wrong item I ordered 8 bottles. Paid 32.00 for one Mio, this sucks! Tried to leave message with seller would not work they said no refunds!!",9-Nov-23,4,i like that the amount of a small can is just right and not too much. great taste .
547,chlo,4-Nov-23,4,"honestly, prefer zero sugar pepsi, this coca cola didn't have a very good flavor, but it was tolerable."
548,janine,17-Jan-24,3,"i tried diet coke for the first time and although not as bad as some diet beverages, the artificial sweetener was too noticeable for my taste. the cost is fair and it's nice that they're sold in mini cans, and if the taste and the aftertaste of artificial sweetener doesn't bother you, this soda does taste better than some of the others on the market that i've tried."
549,Chessie,9-Nov-23,4,otherwise great.
550,AT,3-Feb-24,5,convenient!
551,Nick,24-Jan-24,5,like the small cans and taste good.
552,Name,13-Feb-24,3,i only got 2 boxes instead of 3.
553,John Hymel,8-Feb-24,3,coke box was in bad shape cans were out of coke box.
554,Amazon Customer,17-Nov-23,5,"all we drink in our house. we go through a lot of coke zero. we bought this when things were hard to find during the pandemic and coke zero was always sold out. this was a little more expensive than what we usually purchase coke zero for, but it got us out of a pinch when we needed it!"
555,Judy D.,28-Dec-23,5,"i know diet drinks are bad for one's health, but if you want one anyway, this is a good one. tastes almost like a real coke."
556,Erika Hernandez,9-Jan-24,5,the taste is better than any dark diet soda i have had.
557,doctorsister,18-Dec-23,5,i particularly like the size of these zero cokes since i very rarely drink sodas. convenient and satisfying. 😏.
558,Danita Daley,25-Dec-23,5,these are the perfect size cans and coke zero has great taste. buy them often.
559,Alissa,26-Nov-23,5,"we drink a lot of coke zero, and many of the cans end up partially abandoned on counters & tables throughout the house. the small cans help us reduce the amount of wasted soda!"
560,Amalthea,28-Dec-23,5,what you would expect from coca-cola very good.
561,Tricia,27-Dec-23,5,just tried the zero coke! very impressed.
562,jamie,11-Jan-24,3,but what isn't these days .. love amazon fresh.
563,sum1sgirl,14-Dec-23,5,"not a fan of ""diet soda"" but this actually tastes like an actual coke."
564,R.JORDAN,14-Aug-23,4,"as above. fussy review, but diet coke is better, and maybe one other coke type."
565,cjb,30-Aug-23,4,just ok i guess.
566,William F. Nappi,30-Sep-22,5,"it's on the sparkly side with a taste i really can't define or precisely pinpoint. at least one reviewer noted it had a pineapple like taste to it.i like the colorful cans. there's less caffeine per 10 oz can (>21 mg) than an 8 oz cup of coffee (~ 35 mg i believe.)i really can't describe the taste except to say it tastes good to me. it just tastes good: contains caffeine and there is no sugar.it contains phenylalanine which i looked up around fifteen years ago and at the time that new word to my vocabulary meant it had positive nutritional value to the extent its not bad for you but instead a good thing.so if there have been no changes to that definition, it's all good.i will buy this again if it isn't discontinued for any reason."
567,Donna,29-Nov-23,5,"there is usually an aftertaste with soda that is so hyped, but this has a crisp, refreshing taste."
568,Maureen,13-Dec-23,5,great taste!!! no bitter after taste!!
569,Pixie,30-Aug-23,5,"came in perfect condition !diet sodas are some of my favorite drinks ever, however my the rest of my family heavily disagrees so we never have them in the house. but luckily amazon pulled through with this one and i got it delivered overnight ! let's just hope i don't drink them all in a day ^_^,."
570,Alexandra W,18-Jun-22,5,"i was honestly perplexed the first i saw this was ""space flavored."" as far as i'd heard in the past, space is hypothesized to taste like burnt steak. that really wouldn't be a great flavor. but i was morbidly curious so i bought a bottle.some people had mentioned it had a flavor reminiscent of campfires and marshmallows, but on my first sip i didn't taste that. i didn't know what i tasted, but i liked it. it took me 2 more bottles to finally identify the flavor.cotton candy. to me, ""space flavor"" is cotton candy, perhaps with an undertone of cream. it's bright and warm at the same time. surprisingly, it works really well together. i found myself wanting more of it but it's not sold in any stores near me. i really wish starlight wasn't a limited time flavor because i love this as much as i used to love vanilla coke."
571,Happy Customer,5-Oct-23,5,"not much to say here it's ""coke zero"" if everybody's had that.the size of the cans are just about perfect especially if your pouring some in a glass with ice."
572,Atlantic 17th,25-Sep-23,5,coke zero mini cans. the team sometimes needs a little something for their afternoon and they love some coke zero. they gave it two thumbs up and recommends that you try it.
573,Caroline Vander Meer,9-Oct-23,5,it’s nice to have especially if you have gas you got nice something nice and cold to drink.
574,Angelica,25-Nov-23,5,nice.
575,Nancy Wesley,7-Nov-23,5,i like the smaller cans and low price.
576,Jen,2-Nov-23,5,tastes great and doesn’t have the “diet” taste.
577,deb a.,4-Oct-23,5,i buy the mini size so i won't drink too much at once and a full can would go flat..
578,lighten_up_already,9-Sep-22,4,"this is like a tropical take on coca-cola zero using pineapple up front as the main difference. my description isn't perfect, but it's what comes to mind first as i am a fan of pineapple sparkling water and the new zevia pineapple flavor of their energy beverage. someone who like tropical flavored drink and cola might give this a try. i think the flavors are balanced rather well, if a little on the sweet side."
579,cheyenne daisy,22-Sep-23,5,"delicious, i love these drinks and the size is perfect to control how much caffeine i am having."
580,lovedogs,18-Jun-19,5,"i love coke zeros. i live many miles away from grocery stores. and as an old person, lugging beverage cans around is no longer possible. i have purchased the 35-can offer about 5 times. sometimes as low as $10 and sometimes as high as $29. and yes - every case i purchased had a few damage issues. worst case was have 4 cans completely drained out in the case and several can bottoms bashed so much that the cans will not sit on a flat surface. and even though amazon keeps changing the price all the time (even when the coke zeros are in my cart), even though there is some damage - i will keep buying these 35 can offers from amazon. the cans stay ice cold in the frig. the 35-can case is much easier to manage than multiple cartons of 12 cokes each. i can manage the bashed bottoms on the cans. i almost never run out of coke zeros. i think this is a great value for me. maybe it will be for you too, if you can ignore the damages and price changing all the time. i love this 35-can option by amazon for buying coke zeros!!!"
581,Amazon Customer,22-Oct-23,5,i love coke zero.
582,cas123,9-Oct-23,5,perfect to kick those sweet cravings.
583,Mason brown,27-Oct-23,3,one of the packs was busted open.
584,nianhong221,17-Oct-23,5,perfect size/taste.
585,Irving Steven Sun,12-Oct-23,5,thank you.
586,Misha Herrera,21-Oct-23,3,diet coke better.
587,JOHN,1-Oct-23,5,delivery was great.
588,Rachel Rohr,3-Oct-23,5,good drink.
589,MSV,23-Sep-23,5,my fav- must buy.
590,david b.,5-Sep-23,5,"great taste, love the 0 sugar."
591,Salas,27-Jun-23,5,i love this soda it is much better than dietcontain zero sugar we drink this alot in my house hold.
592,"CHEN, CHING-CHI",28-Aug-23,3,small and avoid drinking too much. easy to carry.
593,Dr Bank,28-Apr-23,5,convenient small can of soda. gives you some caffeine without being too much. perfect for 1 person trying to limit soda intake but still enjoy a little. good taste.
594,T. Caillouet,24-Jan-23,5,"since covid this is almost impossible to find. i think when i purchased this on amazon, the cost was fairly reasonable, but it isn't any more. this is my husband's favorite coke zero product, but we won't pay amazon costs any more. he likes plain coke zero just fine."
595,J L J,11-Dec-23,2,"flat taste....must be really old product! i wasted so much money on this.... don't waste you money! coke does still make the vanilla coke i bought some at my store just a few weeks ago, much better taste!!!"
596,Low Blood Sugar,16-Apr-24,1,"they taste like normal. these are a very poor value for the money, because the cans radius is slightly smaller and they are slightly shorter but it causes the amount of liquid in the can to be about 1/2 of the normal can. i am not a fan of the new can design."
597,Irving,18-Jun-23,3,came heavily damaged. box was torn and cans were all bent out of shape.
598,E. Blake,9-Nov-22,3,i never see any new/limited/weird flavors of coke where i live so unless i order online i don’t get to taste them. i ordered this and have had a couple of cans so far. it’s a fruity-floral flavor but i can’t say what kind of fruit it tastes like although it’s definitely tropical. i don’t think it’s terrible but i also wouldn’t buy it again. i think the small cans are perfect for this because i’m not sure i’d want a full size 12 oz can in one sitting.
599,jaime w.,9-Jul-23,5,came undented thanks.
600,missy,5-Feb-20,4,well the cases were ripped . one split open the moment i picked it up dumping cans on the floor thankfully none of them burst. all the cans seem fine so that’s what matters. i wish they sold this in stores still because after shipping these are expensive . the taste is great though. i love coke vanilla but as a diabetic i can’t drink regular pop anymore and i don’t like the taste of diets not to mention the aspartame. zeros are great so over all im happy just wish they were more careful with packing and would lower the price some.
601,Wen-Wen,2-Nov-22,4,tasted like vanilla coke to me.
602,Kay,15-Jan-22,4,"although properly boxed and wrapped, a can leaked in the box and got one of the 12 packed soaked. the can was no good as it was empty. for the price, i think i should be able to get a replacement."
603,Holly Janeshek,4-Mar-23,5,where do you find the soda at? you cannot get it anywhere the best tasting soda for my money.
604,Susie C,14-Jul-22,5,"i am addicted to this stuff and am sad to see it is going away. the zero sugar version is much better than the regular version, but so much harder to find sadly. coca-cola if you are listening keep the zero sugar version around!!"
605,Tash,16-Nov-23,2,items came in a bag vs the coke box… the cans were individual in the bag. strange….
606,Kit,19-Dec-22,5,tastes like skittles or starbursts to friends who tried when i shared. to me it tastes like cotton candy. enjoyable and wish can find for when i do crave soda.
607,JANE D PLOURDE,16-Dec-22,5,i will never order soda again. the cans were all banged up and although they were all still intact the packing and shipping looks like it was done by a child.
608,Denise Wieder,1-Nov-22,5,if you like their other than plain flavors it’s good. i can’t figure out how to describe the flavor besides all of them being combined. i like the portion size. i’d get it again.
609,Sandollars,28-Dec-21,5,"this was the only place i could buy this soda because it is not made or shipped to this part of the united states and traveled to sanibel florida is where i was able to enjoy the soda flavor.. wish i could get it for the price i paid, but now i can't afford it."
610,debra wolinsky,11-Apr-23,5,good taste.
611,SCT,20-Mar-24,1,as you can see from the picture the box was opened and the cans were all dented and scattered about inside the box.
612,Amazon Customer,15-Oct-23,2,taste way too sweet for me the diet coke actually taste a lot better in my opinion.
613,Tas,4-Dec-22,5,i would have called you a whole lie if you told me zero sugar would be this good. delicious!!
614,Grigsby,17-Nov-20,5,omg coca-cola please bring this flavor back in stores! i cannot find anywhere like i used to be able too and it’s a bit expensive to purchase at $30 for 3 12 packs. this is by far the best pop you can ever get. i just wish it was either more affordable and always in stock on amazon or brought back to retail stores like it used to be at a much more affordable and convenient value.
615,phoenix53,16-Feb-20,4,"this is the only soft drink i purchase. i like the just-right vanilla flavor it has, plus the drink has no calories.out of 3 boxes i ordered, 2 were intact. the 3rd box was broken in 2 places; one end was almost completely torn off. unpacked by holding box upright to keep cokes from falling out."
616,Beth Newsome,5-Mar-24,1,the photo is for coke zero vanilla but the product is just coke vanilla. not what i wanted at all. very misleading.
617,Biscuit,10-Jun-22,5,"wished cococola would release cherry coke again, no sugar, full sugar, anything cherry coke."
618,Arron Mc Neill,8-Apr-22,5,"i had very little expectations for this but turned out to not be that bad, the tasted was a little off from what you get from a coke-zero not as sweet."
619,Karen R.,13-Oct-22,5,only rated value for money at three because tastes yummy but cans were so small.
620,Redhead,15-Feb-23,5,see above.
621,Marilyn Wilkerson,17-Dec-20,5,"my husband and i both love cherry coke zero. i use it as a reward for eating very carefully all day, becauseof my diabetes. my husband drinks several cans a day, and because there is no sugar, i do not worry aboutdamage to his teeth. i just wish we could order it, now that the pandemic has cut the manufacture of thiswonderful product."
622,Joseph C.,13-Apr-22,5,it’s a very interesting taste cause it is a bunch of flavors like you get a hint of carmel and then when you sip it it’s a different flavor.
623,Bing Bing,8-Jan-24,5,bottled is better but these are cute!
624,Peter J. Schulte,21-Dec-23,5,"diet coke mini 7-0z is a gouge-priced item in our safeway, when it is not sold out.one six-pack retails well above $5.00. i won't say $7.00 because i didn't write it down, but the price is like that. then they have a sale price like, buy 4 and get $2.00 off.we don't go through it that fast. this purchase of two ten-packs lasts us quite a few weeks. we're grateful to be able to get it here at a reasonable price!"
625,Tammy Moreno ,10-Apr-24,5,great product . very quick delivery.
626,farhan maqsood,29-Feb-24,5,i great for teas like cola coke diet.
627,karen,28-Jan-24,5,a great product i ordered it for a friend of mine and assisted living and it was delivered just as fast.
628,Colinda,13-Feb-24,4,"since my tolerance for caffeine is limited, i like the 7.5 ounce cans because they’re just the right size. aluminum cans are not only recyclable, they are valued by recyclers.i used to assume that you would consume less microplastic by drinking from cans, but a testing lab has shown that this is not the case. i guess the thin plastic lining on the aluminum flakes off. that is very discouraging."
629,cheryl josefik,9-Feb-24,5,i prefer diet coke if i want a soda! others are way too sweet!
630,daniel nevins,31-Dec-23,4,good soda.
631,Anonymous,18-Jan-24,5,my mini fridge has diet and zero sugar free sodas. im pleased with purchase - rahila berkeley ca.
632,Decorative tree lamp,25-Dec-23,4,crisp. refreshing. delicious.
633,Ayanna ,16-Jan-24,5,"this is the same as the diet coke in stores, except at a lower price thankfully."
634,George W.,7-Mar-24,3,i didn't read the listing. these are miniature cans.
635,RAJ,9-Nov-23,5,as always diet is the best for everyday needs and occasion.found a good deal to buy this product.
636,Mike J.,30-Nov-23,5,diet coke in a nice portion size.
637,Benjamin,14-Dec-23,3,we purchase diet coke regularly. this particular batch tasted terrible. as if it was diluted. presumably the flavors in it had lost their stability. the little matter of the expiry date being before our order date may have had something to do with it.
638,Amy T.,27-Dec-23,3,package showed up today all beat up with smashed cans that had leaked all over. what a mess!
639,Kathleen Brander,3-Nov-23,5,ordered and delivered. life is good!
640,gloria,29-Apr-23,4,the item was on time and that's a good thing! i'm addicted. but. please put some bubble wrap in the box. every pack was open on one end. thanks.
641,Jennifer P. Khazem,4-Sep-23,5,"again, soda cans are a little higher than in store but i needed them so no problem."
642,Jimmie Beardsley,30-Sep-23,5,perfect size.
643,Misha Herrera,31-Aug-23,5,12 oz refreshing soda conscience-free sugar-free.
644,Jamie McClure,6-Jun-23,5,amazon allows a seniors to get deliveries and all are heavy stuff is brought straight to our door it relieves us of a lot of back pain and bending over it is a great service for seniors.
645,KB81,5-May-23,5,often out of stock but great to have fresh deliver to your door! they are heavy and cannot hang out in the car when it is warm (sweetener is temp sensitive).
646,Mary I. Oliver,13-Jul-22,3,"diet and plain coke has a secret 'no jitters, no nervousness' caffeine! i can drink 10 a day and never get nervous. sleep ok. but; many doctors admit the artificial sweeteners (aspartame.., are unhealthy, can cause harm.i have called the coca cola and pepsi companies for years begging them to make a cola with no sweetener! just let us put our own sweetener in; fresh or frozen orange juice, lemon... they refuse to do this, or they add in a different toxic artificial sweetener or herb...please make a us a no sweetner diet coke! if major soda businesses will not do this; i hope some other business tries it. (the health food stores have one but its full of that toxic stevia and jitter, nervous causing coffee caffeine.)maybe the secret caffeine in colas is another chemical and is also unhealthy? trying to stay on cocoa only.i teach people that sodas, colas are harmful, but secretly i often have addition to them."
647,Richard Roma,17-Jun-23,5,"what can i say, it's exactly what you'd expect, which is the best diet soda on the planet."
648,RWm,16-Jun-23,5,"everything goes better with coca cola.diet, in this case!mmmm."
649,M,28-Mar-23,5,"you can't go wrong with soda, it tastes the same as if i went and bought it in store."
650,Olivia,5-Jun-23,5,arrived in good condition.
651,Kelly Rose,6-Mar-23,5,i love diet cokes i can't believe they have tripled in price since 2020 but when your hooked you will pay.
652,Benny,27-Aug-22,5,if your not a big drinker when eating they are the perfect size no waste. i’m reading reviews to small 1 star review. it makes me laugh mini 7.5 oz. they ain’t no 12 oz or 16 oz. you knew that when you bought em. why complain then?? you can read!
653,Angie,9-Apr-23,5,"as described, i would purchase again!"
654,Sandy o.,17-Sep-22,5,we don't drink soda anymore. but if we get sick with flu this is great for settling tummy. works just as well as real coke. so i always keep some handy and sent daughter some to plus it's diet so no worries.
655,Michelle D.,1-Sep-22,5,"after a ten year hiatus of drinking any kind of soda, i started craving diet coke. does not disappoint, but i need to stop! the aspartame is so bad for you, but it’s addictive!"
656,Juliana Van Arsdale,13-Mar-23,5,price should be reduced.
657,Katie H,17-Mar-23,5,it’s very good.
658,A. Wu,5-Jul-21,5,the coke cans are always fresh and nicely delivered by amazon fresh. i feel amazon fresh also provides the coke at reasonable prices approx 5 dollars for a 12 pack and often has coupons. maybe it is better we cut back on soft drinks for our collective health but sometimes it’s nice to have a cold diet coke on a hot summer day.
659,Todd H,24-Sep-21,4,"well, it's nice to have a carbonated drink. -- that is, if you like it and if it doesn't have an extreme amount of high fructose corn syrup. this product has artificial color, but not high fructose corn syrup."
660,Sal Scarso,1-Jul-23,3,it taste terrible.
661,Grandma Sunny,18-Feb-23,5,as expected.
662,Cindi Harwood Rose,8-Jun-22,5,higher than stores but who wants to carry these home? it’s worth it coming to my doorstep at a higher price.
663,Sabadicci,6-Apr-22,5,i don’t know what’s going on but this is absolutely delicious. i know it’s “just” diet coke but something changed to make it a party in my mouth.
664,Diana H.,9-Dec-22,5,good.
665,Traci,21-Jul-20,3,"amazon tricked me!!!!! i've been bamboozled!!! i love diet coke. i've always wanted to be that hot skinny bish drinking diet coke surrounded by muscle studs. however amazon made sure to not include that sweet beverage tax in the original listing price.to my surprise, when i went to view my receipt, i saw $3 tax!!! i thought i was getting a bargain paying $5 for a 12 pack. i was wrong. i will really be combing every detail with a fine tooth comb when it comes to shopping on here now.now now amazon, it's ok dear. i forgive you, this time. next time, i won't be fooled."
666,Mary Vargas,25-Aug-22,5,"i like the portion size, not too much."
667,Anna L.,4-Sep-22,5,the best drink in the world!
668,D. Coral,21-Dec-20,5,i’ve been drinking this in mass quantity for more than 30 years straight. i’m addicted. amazon fresh is my new pimp daddy.
669,Susan Vanderbilt,7-Sep-20,4,"i would have given this one a perfect rating if it wasn't more expensive than i'm used to buying, and if it was good for me to drink it."
670,james clifford,10-Apr-22,5,"great taste, but not a great price."
671,miya wang,25-May-22,5,will buy it again.
672,A buyer,30-Aug-21,5,"was good, tasty, and came in no time.makes me buy again sooner than i would need it ."
673,wendy pendergast,31-Dec-21,5,it was fresh and had a good taste .packed well.
674,Kelly Moss,15-Apr-24,1,"i bought a 10 pack of mini diet cokes, the box was opened and i was missing 3 cans."
675,SM11542,30-Jul-20,5,don't settle for anything less than the real thing! been a coca-cola fan for many years. this is a great multi-pack of 24 cans which provides good value as coca-cola never lasts long in our house.
676,belinda,1-Apr-20,5,"great prices start at eight dollars which is the standard price for that 24 cans and it went down to seven and then at the end it way down to six, so i bought an extra one. great value."
677,James,2-Jun-21,5,is anyone actually reading this? is this affecting your decision to buy diet coke in any way?
678,Sam Cunningham,1-Oct-21,5,it’s diet coke i really can’t say anything bad about it.
679,bruja00001,15-Apr-20,5,all cans arrived with top smashed. could not drink from can but had to pour coke into glass after forcing dangerous tab out of the way to be able to pour.
680,Sherri mckowen,22-Feb-22,5,great price.
681,KMADC,6-Mar-21,5,everyone should love 12 in the package. definitely can be a good value for the money.
682,J. Morse,4-May-19,5,"tried one again recently and it tasted like battery acid, but was enough to get me on the horse again. now if i can just kick the habit. amazon, get that lime la croix back in stock already!"
683,Danielle,28-Feb-21,5,"ummm who doesn’t live diet coke from a can? it’s quick to drink, and starts with a fizz."
684,buguy,5-Aug-20,5,"apparently i misread the add. i never would have paid $20 for a $5 12 pack of soda. i thought it was 12, 12 packs!"
685,Book_Guru,20-May-20,5,"delicious flavor, but a 24 pack is not enough to fill a standard bath tub. i will probably be ordering a few more to complete this task."
686,Ally,30-Mar-21,5,i’m addicted to dc and always looking for the best price. good deal!
687,Gloria Pollock,9-Apr-24,1,products are within a month of expiration.
688,audio video lover,31-Jul-20,5,"i especially like that it's caffeinated. on many occasions, the caffeine has helped stave off a migraine headache."
689,Deana Blake,15-Jul-20,5,i love drinking diet coke. i like how it’s in a case of 24. the price is very reasonable too.
690,Ms coco,16-Apr-20,5,"definitely worth to buy, thank you amazon! during this time still keep the high quality of delivery and price reasonable!"
691,Amanda Osmond,14-Feb-21,5,we got diet cokes and there amazing good.
692,Travis Dommert,16-Jul-20,5,nothing fancy...just what you'd expect. a case of diet coke delivered to your door. .
693,Rody,2-Jun-20,5,this was a great value and gets delivered to my door. what else could i ask for?
694,Russell A. Duncan,2-Mar-20,5,diet coke delivered to your door is a huge convenience. the product seemed fresh and the price was very competitive.
695,Jane Bettis,13-Apr-22,3,they are tiny. turns out i like bigger cans.
696,Robin,29-Apr-18,5,i’m addicted at this point. no way around it. i’ve accepted my fate. the delivery’s awesome. apologies to the delivery driver that has to bring this stuff to my house because i drink so much of it.
697,Back to the Office,28-Jun-23,2,disliked that i received dented cans.
698,LadyE,14-May-20,5,"if you like diet coke, like me , this is a nice deal."
699,Antzack,23-Nov-20,4,its pop.
700,BHop,2-Sep-19,5,this was a great price. as we age we are more and more grateful for delivery and great prices!
701,Jill Willinger,6-Sep-19,5,"i love diet coke! i wish it was more available to order. so often, it is unavailable."
702,Tammy Gallivan,17-Feb-21,5,it is a great tasting product.
703,mombird,14-May-21,5,my favorite cola.
704,Robin Cantrell,29-Feb-24,1,its additive and is terrible to drink alot of bad ingredients.
705,SLouie,21-Sep-20,5,favorite soda; have with lunch or dinner daily.
706,rose reads,9-Dec-19,5,i like the delivery and the product is competitive with my local grocery store.
707,Seattleite,5-Aug-19,5,stop spendimg money in vending machimes and bodegas. this is a good deal.
708,JRI-Tech Yes!,15-Sep-22,2,"stop jacking up the price of diet coke, let is americans mess up our kidneys cheaply like we used to be able to do."
709,HarryPotter,23-Feb-21,5,good.
710,M Norris,21-Aug-20,3,"love diet coke, but cases were delivered from fresh damaged, so all the cans are bulging out at the bottom. makes the soda taste flat somehow."
711,ray ray,22-Jan-21,5,nothing bad.
712,J. F. Krueger,19-Oct-20,5,good buy and delivery.
713,Gadget Girl,28-Mar-20,5,who doesn’t want an ice cold diet coke?!?
714,lisa roldan,25-Feb-24,1,it was flat..
715,Charlotte J. Burgess,19-Jan-24,1,no they were frozen when delivered when box was opened rhe cans started exploding.
716,Kat Metcalf,23-May-20,5,diet coke is great.
717,Mark Leberfinger,8-Apr-24,5,"i’m happy with the quick shipping. the diet coke tastes great, and it was at a great price."
718,Brianna Brier,23-Feb-24,5,"perfect! crisp flavor, and cheap. i always love purchasing diet coke on amazon."
719,Amazon Customer,8-Apr-24,5,cheaper then i can buy here delivered right to my door. freshness and quality are great. i take these too work and ave money along with order regularly.
720,diane johnson,4-Apr-24,5,"glad to have this show up on my doorstep, not for every day usage, but for special occasions when i want a little cool bubbly drink."
721,Paula Sawyer,28-Mar-24,5,always love have my dc around. the better prices helps a lot.
722,NCS,9-Apr-24,4,"there is nothing wrong with this item. came quick, well packed, no leaks or dents and tastes great. my only issue is that the expiration date on the bottles is may 24, 2024. today is april 9, 2024. they expire at the end of next month. that is a bit too soon! 6 weeks? i think it should be a longer window. so, -1 star for this. love the price, but please sell fresh product."
723,Lee Ann Zuliani,11-Apr-24,5,this has got to be my guilty pleasure. i know it is not supposed to be good for you but i absolutely love it.
724,Terence,13-Mar-24,5,cause i like having it on hand and i don't drink that much so i suggest you stock up.....i doubt retailers are going to drop the price.....plus they package it great to avoid leakage.
725,Connie P,3-Apr-24,4,"my husband and i both drink a lot of diet coke. (i usually drink caffeine free diet coke.) we both love the flavor, the fact is doesn't have any calories, and the way it quenches our thirst. we are aware, however, of the potential negative health effects of its ingredients. the price has really gone up since the pandemic, with amazon's price being on par with our grocery store sale prices."
726,Signy,9-Apr-24,4,i have been receiving coke zero.it is okay but i would rather have diet coke.i thought that was what i ordered.
727,Eureka ,11-Apr-24,5,it was nice.
728,Jennifer Holloman,6-Apr-24,5,love it excellent taste.
729,logan,24-Mar-24,4,would be five stars since it’s the same price as walmart but they’re usually just one week or so from the best by date.
730,Brenda Wagner,26-Mar-24,5,cheaper than in the store. delivered so i don't have to haul it.
731,Amber,27-Mar-24,5,as stated. the price is right and delivery is great.
732,Celia Watson,30-Mar-24,5,thank you.
733,mrpeace,20-Mar-24,5,diet coke is the nectar of the gods.
734,Matt,21-Mar-24,5,awesome and delicious soda thanks.
735,vbwinchester,15-Mar-24,5,"if you like coke, it's great. i would recommend."
736,Brandi F. ,19-Mar-24,5,taste was good.
737,Allyson,13-Mar-24,5,good value and flavor!
738,ashley,7-Mar-24,5,i snagged this at a good price. cheaper than the stores.
739,Thomas,14-Feb-24,5,diet coke was a good deal so i decided to chance ordering it which i was a little hesitant on as i've order cans of pop before but it exploded but the bottles made it in perfect condition. will be ordering again.
740,Bill Rihel,8-Mar-24,5,good price.
741,Joegolfer,22-Feb-24,5,tastes great for a diet drink. the plastic bottles aren’t as good as glass but ten times better than cans.
