name,date,rating,text
Tom S.,10-Feb-22,1,Stale no fizz I still have one left after a month or two I don't know if I'm gonna try it
Gene Lariviere,17-Jun-23,5,It taste more like regular Coke compared to its Diet Coke option. They nailed it with the flavor. But I wish they would bring back Coke Zero 2004 time to time. I miss the OG.
Susan Squan,21-Sep-17,1,Please bring back Coke zero. I hate this! I will no longer buy this sweet horrible tasting new coke. I want my cokes zero back please!
LegoGirl,17-Oct-16,5,"I'll drink just about any diet soda, but this is my #1 choice when it's an option. I was a fan of original Diet Coke for year, and was skeptical about this soda when it first came out---I suspected they had simply rebranded the bottle to remove the word ""Diet"" so people would be less self-conscious drinking it. Checking out the ingredients labels of Diet Coke and Coke Zero, things are in a slightly different order there so I guess it's true that the formulations are unique. Coke Zero has less ""bite"" than Diet Coke, so it's probably a better fit for people who like sweeter soft drinks.Note: I can usually find these 6-packs on sale in local groceries for about four bucks; got these with my Amazon Fresh order for a little bit more, still reasonable."
MANISH,4-Dec-16,5,It was great offer to have these many cokes.
Amanda M.,7-Sep-17,2,"I've been a huge fan of Coke Zero since it came out originally. I had almost given up on diet colas as tasting too diet-y, but then I tried Coke Zero and no other diet cola compared to it.This is why I am so saddened to say that the new Coke Zero Sugar just does not compare to it. I tried it, fully expecting it to taste like Coke Zero. I thought, hey, how much of a difference could there be? But no, it's bad. It doesn't taste more like Coke, it tastes more like Diet Coke, and well, I never liked Diet Coke. The Diet taste is extremely strong, and as someone who only drinks diet sodas, you would think that taste would be nearly impossible for me to detect but it's so strong. It tastes like artificial sweetener and badness.Between Diet Coke and Diet Pepsi, I have to go with Diet Pepsi because Diet Coke is just not good. (And I always preferred Coke to Pepsi, so that's saying something.)So, now that Coca-Cola has needlessly destroyed Coke Zero and made it taste worse than Diet Coke, I guess I'll switch to Diet Pepsi."
Jimbo,19-Jun-22,5,Coke Zero is the best non sugar cola in the market and the bottles are the perfect size for a hot summer day
Mipp,21-Aug-20,5,I thilrught I was getting reg Coke but zero came ....guess what I Lov it
Jackson,10-Mar-23,5,Nice
CupcakeS,28-Nov-21,5,It tastes great
REMIXX,11-May-22,5,Best low cal. Woke Soda!
Clairekitty,5-Jul-22,5,"Healthy, quick"
Kelly L.,13-Mar-24,5,Great value for this soda.
Valeria,23-Oct-21,5,"I used to drink diet coke and diet pepsi, not crazy about the artificial sweetener aftertaste. I quit them after learning about aspartame's health issues. I didn't know it was still in use till I saw ingredients in both zero coke and zero pepsi, which I've ordered recently, liking the taste. Wouldn't otherwise guess aspartame would be the artificial sweetener of choice in these. Don't know why the taste would be better than the old diet colas. Wish they'd use something not harmful so I can still order colas."
Kirby Taylor,26-Feb-24,5,What I like about this soda is that is sugar free and quenches your thirst and I love it on the market with Amazon as long as there's no recall on it!
Kindle Customer,2-Apr-24,5,They are a great treat but not sold in stores in my state. They are quite pricey but so is everything else. I love the taste
Emad sherif,15-Apr-24,5,All cans came in good condition
Bert,30-Mar-24,5,I liked the flavor. It was for my own use
Janak Katdare,16-Apr-24,4,"Taste good, probably give u cancer but no calories "
Judy Skolnick,1-Apr-24,5,I liked it for a once and a while drink
Yoel Abitboul,11-Mar-24,5,"Finally, it’s coke zero! As we can expect. The little cans are nice to take a little portion during the day"
Amanda Terrell,5-Mar-24,1,The product arrived in a box that was half soaked in soda. The box is almost shredding. The drinks were all covered in soda and had to be washed individually. Two of the cans arrived open and empty.
Todd Smith,4-Apr-24,4,Weird aftertaste and I wonder are these bad for you ?
Kindle Customer,15-Feb-24,4,It tastes a little flat. I don't know if that's Amazon or the Coke Zero. I feel like I remember bottles were more fizzy. But the taste is okay. Enough to take the edge off if you want a Coke but can't have the sugar
Bayo Elizabeth Cary,14-Feb-24,5,"I love diet Coke. However, I avoided caffeine. The smaller Coke Zero portions are ""perfect"" for me. I can have a diet Coke. I can drink the whole can& the caffeine from the smaller can size, never keeps me up at night!"
trebleclef,26-Nov-23,5,"As said, it's Coke Zero, and you're probably here not because you haven't tried it and decided that you already like it, but just to see if it tastes the same when ordered here online. It does. Just be careful. THESE ARE THE TINY CANS, NOT THE REGULAR SIZE CANS. That was my mistake; I thought I was getting the regular sized cans, because I misread the MINI part. That said, if you know what you're getting, these mini cans are more than I'd like to pay, but the mini size is actually perfect, because I often don't drink the whole full-sized can anyway, and so these little mini cans have just enough for one serving. I'll probably get them again intentionally, because I like the mini servings; they're just more expensive than buying the larger cans."
mac,9-Apr-24,3,"the description, doesn't say MINI, the can doesn't say MINI... just the box, which you don't focus on, because it's in the background. before you order, make sure it's the right one"
Gabriel Gama,24-Feb-24,5,It is coke. It is zero. Good enough
Amazon Customer,5-Jan-24,4,"REFRESHMENT FFOR HUBBY, BUT THEY ARE TEENY TINY CANS OF COCA COLA"
Kaylee,22-Feb-24,5,Mini size cans have become my new obsession. Love these!
Natalie,12-Feb-24,5,"Love ordering these through Amazon. Same price as grocery store. Wish Amazon offered more flavors, specifically Dr Pepper and Diet Coke."
william watson,21-Feb-24,5,THE PERFECT SIZE !
Dorothy C. Bordelon,3-Feb-24,5,waiting for my next order to be delivered. nice to have more room in refrigerator with smaller cans
Prazene,26-Jan-24,5,"I love Coke zero. These are the perfect drink to put in your fridge. The bottle is small. When it’s cold, it is just like a normal Coke."
"Diana, sent 1 bottle wrong item I ordered 8 bottles. Paid 32.00 for one Mio, this sucks! Tried to leave message with seller would not work they said no refunds!!",9-Nov-23,4,I like that the amount of a small can is just right and not too much. Great taste .
chlo,4-Nov-23,4,"Honestly, prefer Zero Sugar Pepsi, this coca cola didn't have a very good flavor, but it was tolerable."
janine,17-Jan-24,3,"I tried Diet Coke for the first time and although not as bad as some diet beverages, the artificial sweetener was too noticeable for my taste. The cost is fair and it's nice that they're sold in mini cans, and if the taste and the aftertaste of artificial sweetener doesn't bother you, this soda does taste better than some of the others on the market that I've tried."
Chessie,9-Nov-23,4,Otherwise great.
AT,3-Feb-24,5,Convenient!
Nick,24-Jan-24,5,Like the small cans and taste good
Name,13-Feb-24,3,I only got 2 boxes instead of 3
John Hymel,8-Feb-24,3,Coke box was in bad shape cans were out of Coke box
Amazon Customer,17-Nov-23,5,"All we drink in our house. We go through a lot of Coke Zero. We bought this when things were hard to find during the pandemic and Coke Zero was always sold out. This was a little more expensive than what we usually purchase Coke Zero for, but it got us out of a pinch when we needed it!"
Judy D.,28-Dec-23,5,"I know diet drinks are bad for one's health, but if you want one anyway, this is a good one. Tastes almost like a real coke"
Erika Hernandez,9-Jan-24,5,The taste is better than any dark diet soda I have had.
doctorsister,18-Dec-23,5,I particularly like the size of these zero cokes since I very rarely drink sodas. Convenient and satisfying. 😏
Danita Daley,25-Dec-23,5,These are the perfect size cans and Coke Zero has great taste. Buy them often.
Alissa,26-Nov-23,5,"We drink a lot of Coke Zero, and many of the cans end up partially abandoned on counters & tables throughout the house. The small cans help us reduce the amount of wasted soda!"
Amalthea,28-Dec-23,5,What you would expect from Coca-Cola very good
Tricia,27-Dec-23,5,Just tried the Zero coke! Very impressed.
jamie,11-Jan-24,3,But what isn't these days .. love Amazon fresh
sum1sgirl,14-Dec-23,5,"Not a fan of ""diet soda"" but this actually tastes like an actual coke."
R.JORDAN,14-Aug-23,4,"As above. Fussy review, but Diet Coke is better, and maybe one other Coke type."
cjb,30-Aug-23,4,Just ok I guess
William F. Nappi,30-Sep-22,5,"It's on the sparkly side with a taste I really can't define or precisely pinpoint. At least one reviewer noted it had a pineapple like taste to it.I like the colorful cans. There's less caffeine per 10 oz can (>21 mg) than an 8 oz cup of coffee (~ 35 mg I believe.)I really can't describe the taste except to say it tastes good to me. It just tastes good: contains caffeine and there is no sugar.It contains phenylalanine which I looked up around fifteen years ago and at the time that new word to my vocabulary meant it had positive nutritional value to the extent its not bad for you but instead a good thing.So if there have been no changes to that definition, it's all good.I will buy this again if it isn't discontinued for any reason."
Donna,29-Nov-23,5,"There is usually an aftertaste with soda that is so hyped, but this has a crisp, refreshing taste."
Maureen,13-Dec-23,5,Great taste!!! no bitter after taste!!
Pixie,30-Aug-23,5,"Came in perfect condition !Diet sodas are some of my favorite drinks ever, however my the rest of my family heavily disagrees so we never have them in the house. But luckily amazon pulled through with this one and I got it delivered overnight ! Let's just hope I don't drink them all in a day ^_^,"
Alexandra W,18-Jun-22,5,"I was honestly perplexed the first I saw this was ""space flavored."" As far as I'd heard in the past, space is hypothesized to taste like burnt steak. That really wouldn't be a great flavor. But I was morbidly curious so I bought a bottle.Some people had mentioned it had a flavor reminiscent of campfires and marshmallows, but on my first sip I didn't taste that. I didn't know what I tasted, but I liked it. It took me 2 more bottles to finally identify the flavor.Cotton candy. To me, ""space flavor"" is cotton candy, perhaps with an undertone of cream. It's bright and warm at the same time. Surprisingly, it works really well together. I found myself wanting more of it but it's not sold in any stores near me. I really wish Starlight wasn't a limited time flavor because I love this as much as I used to love vanilla Coke."
Happy Customer,5-Oct-23,5,"Not much to say here it's ""Coke Zero"" if everybody's had that.The size of the cans are just about perfect especially if your pouring some in a glass with ice."
Atlantic 17th,25-Sep-23,5,Coke Zero Mini Cans. The team sometimes needs a little something for their afternoon and they love some coke zero. They gave it two thumbs up and recommends that you try it.
Caroline Vander Meer,9-Oct-23,5,It’s nice to have especially if you have gas you got nice something nice and cold to drink
Angelica,25-Nov-23,5,Nice
Nancy Wesley,7-Nov-23,5,I like the smaller cans and low price
Jen,2-Nov-23,5,Tastes great and doesn’t have the “diet” taste
deb a.,4-Oct-23,5,I buy the mini size so i won't drink too much at once and a full can would go flat..
lighten_up_already,9-Sep-22,4,"This is like a tropical take on Coca-Cola Zero using pineapple up front as the main difference. My description isn't perfect, but it's what comes to mind first as I am a fan of pineapple sparkling water and the new Zevia pineapple flavor of their energy beverage. Someone who like tropical flavored drink and cola might give this a try. I think the flavors are balanced rather well, if a little on the sweet side."
cheyenne daisy,22-Sep-23,5,"Delicious, I love these drinks and the size is perfect to control how much caffeine I am having."
lovedogs,18-Jun-19,5,"I love Coke Zeros. I live many miles away from grocery stores. And as an old person, lugging beverage cans around is no longer possible. I have purchased the 35-can offer about 5 times. Sometimes as low as $10 and sometimes as high as $29. And yes - every case I purchased had a few damage issues. Worst case was have 4 cans completely drained out in the case and several can bottoms bashed so much that the cans will not sit on a flat surface. And even though Amazon keeps changing the price all the time (even when the Coke Zeros are in my cart), even though there is some damage - I will keep buying these 35 can offers from Amazon. The cans stay ice cold in the frig. The 35-can case is much easier to manage than multiple cartons of 12 cokes each. I can manage the bashed bottoms on the cans. I almost never run out of Coke Zeros. I think this is a GREAT value for me. Maybe it will be for you too, if you can ignore the damages and price changing all the time. I love this 35-can option by Amazon for buying Coke Zeros!!!"
Amazon Customer,22-Oct-23,5,I love Coke zero
cas123,9-Oct-23,5,Perfect to kick those sweet cravings
Mason brown,27-Oct-23,3,One of the packs was busted open
nianhong221,17-Oct-23,5,Perfect size/taste.
Irving Steven Sun,12-Oct-23,5,Thank you
Misha Herrera,21-Oct-23,3,Diet Coke better
JOHN,1-Oct-23,5,delivery was great
Rachel Rohr,3-Oct-23,5,Good drink
MSV,23-Sep-23,5,My fav- must buy
david b.,5-Sep-23,5,"Great taste, love the 0 sugar"
Salas,27-Jun-23,5,I love this soda it is much better than dietContain zero sugar we drink this alot in my house hold
"CHEN, CHING-CHI",28-Aug-23,3,Small and avoid drinking too much. Easy to carry
Dr Bank,28-Apr-23,5,Convenient small can of soda. Gives you some caffeine without being too much. Perfect for 1 person trying to limit soda intake but still enjoy a little. Good taste
T. Caillouet,24-Jan-23,5,"Since COVID this is almost impossible to find. I think when I purchased this on Amazon, the cost was fairly reasonable, but it isn't any more. This is my husband's favorite Coke Zero product, but we won't pay Amazon costs any more. He likes plain Coke Zero just fine."
J L J,11-Dec-23,2,"Flat taste....must be really old product! I wasted so much money on this.... Don't waste you money! Coke does still make the Vanilla coke I bought some at my store just a few weeks ago, Much better taste!!!"
Low Blood Sugar,16-Apr-24,1,"They taste like normal. These are a very poor value for the money, because the cans radius is slightly smaller and they are slightly shorter but it causes the amount of liquid in the can to be about 1/2 of the normal can. I am not a fan of the new can design."
Irving,18-Jun-23,3,Came heavily damaged. Box was torn and cans were all bent out of shape.
E. Blake,9-Nov-22,3,I never see any new/limited/weird flavors of Coke where I live so unless I order online I don’t get to taste them. I ordered this and have had a couple of cans so far. It’s a fruity-floral flavor but I can’t say what kind of fruit it tastes like although it’s definitely tropical. I don’t think it’s terrible but I also wouldn’t buy it again. I think the small cans are perfect for this because I’m not sure I’d want a full size 12 oz can in one sitting.
jaime w.,9-Jul-23,5,came undented thanks
missy,5-Feb-20,4,Well the cases were ripped . One split open the moment i picked it up dumping cans on the floor thankfully none of them burst. All the cans seem fine so that’s what matters. I wish they sold this in stores still because after shipping these are expensive . The taste is great though. I love coke vanilla but as a Diabetic I can’t drink regular pop anymore and I don’t like the taste of diets not to mention the aspartame. Zeros are great so over all im happy just wish they were more careful with packing and would lower the price some.
Wen-Wen,2-Nov-22,4,Tasted like Vanilla Coke to me.
Kay,15-Jan-22,4,"although properly boxed and wrapped, a can leaked in the box and got one of the 12 packed soaked. the can was no good as it was empty. For the price, I think I should be able to get a replacement."
Holly Janeshek,4-Mar-23,5,Where do you find the soda at? You cannot get it anywhere the best tasting soda for my money
Susie C,14-Jul-22,5,"I am addicted to this stuff and am sad to see it is going away. The Zero Sugar version is much better than the regular version, but so much harder to find sadly. Coca-Cola if you are listening keep the zero sugar version around!!"
Tash,16-Nov-23,2,Items came in a bag vs the coke box… the cans were individual in the bag. Strange…
Kit,19-Dec-22,5,Tastes like Skittles or Starbursts to friends who tried when I shared. To me it tastes like cotton candy. Enjoyable and wish can find for when I do crave soda
JANE D PLOURDE,16-Dec-22,5,I will NEVER order soda again. The cans were all banged up and although they were all still intact the packing and shipping looks like it was done by a child.
Denise Wieder,1-Nov-22,5,If you like their other than plain flavors it’s good. I can’t figure out how to describe the flavor besides all of them being combined. I like the portion size. I’d get it again
Sandollars,28-Dec-21,5,"This was the only place I could buy this soda because it is not made or shipped to this part of the United States and traveled to Sanibel Florida is where I was able to enjoy the soda flavor.. Wish I could get it for the price I paid, but now I can't afford it."
debra wolinsky,11-Apr-23,5,Good taste.
SCT,20-Mar-24,1,as you can see from the picture the box was opened and the cans were all dented and scattered about inside the box
Amazon Customer,15-Oct-23,2,Taste way too sweet for me the diet coke actually taste a lot better in my opinion
Tas,4-Dec-22,5,I would have called you a whole lie if you told me Zero sugar would be this good. Delicious!!
Grigsby,17-Nov-20,5,OMG Coca-Cola PLEASE bring this flavor back in stores! I cannot find anywhere like I used to be able too and it’s a bit expensive to purchase at $30 for 3 12 packs. This is by far the best pop you can ever get. I just wish it was either more affordable and always in stock on amazon or brought back to retail stores like it used to be at a much more affordable and convenient value.
phoenix53,16-Feb-20,4,"This is the only soft drink I purchase. I like the just-right vanilla flavor it has, plus the drink has no calories.Out of 3 boxes I ordered, 2 were intact. The 3rd box was broken in 2 places; one end was almost completely torn off. Unpacked by holding box upright to keep cokes from falling out."
Beth Newsome,5-Mar-24,1,The photo is for coke zero vanilla but the product is just coke vanilla. not what I wanted at all. Very misleading.
Biscuit,10-Jun-22,5,"Wished CocoCola would release Cherry Coke again, no sugar, full sugar, anything Cherry Coke."
Arron Mc Neill,8-Apr-22,5,"I had very little expectations for this but turned out to not be that bad, the tasted was a little off from what you get from a coke-Zero not as sweet."
Karen R.,13-Oct-22,5,Only rated value for money at three because tastes yummy but cans were so small.
Redhead,15-Feb-23,5,See above.
Marilyn Wilkerson,17-Dec-20,5,"My husband and I both love Cherry Coke Zero. I use it as a reward for eating very carefully all day, becauseof my diabetes. My husband drinks several cans a day, and because there is no sugar, I do NOT worry aboutdamage to his teeth. I just wish we could order it, now that the Pandemic has cut the manufacture of thiswonderful product."
Joseph C.,13-Apr-22,5,It’s a very interesting taste cause it is a bunch of flavors like you get a hint of Carmel and then when you sip it it’s a different flavor
Bing Bing,8-Jan-24,5,Bottled is better but these are cute!
Peter J. Schulte,21-Dec-23,5,"Diet Coke Mini 7-0z is a GOUGE-PRICED item in our Safeway, when it is not sold out.One six-pack retails well above $5.00. I won't say $7.00 because I didn't write it down, but the price is like that. then they have a sale price like, BUY 4 and get $2.00 off.We don't go through it that fast. This purchase of two ten-packs lasts us quite a few weeks. We're grateful to be able to get it here at a reasonable price!"
Tammy Moreno ,10-Apr-24,5,Great product . Very quick delivery
farhan maqsood,29-Feb-24,5,I great for teas like cola Coke diet
karen,28-Jan-24,5,A great product I ordered it for a friend of mine and assisted living and it was delivered just as fast
Colinda,13-Feb-24,4,"Since my tolerance for caffeine is limited, I like the 7.5 ounce cans because they’re just the right size. Aluminum cans are not only recyclable, they are valued by recyclers.I used to assume that you would consume less microplastic by drinking from cans, but a testing lab has shown that this is not the case. I guess the thin plastic lining on the aluminum flakes off. That is very discouraging."
cheryl josefik,9-Feb-24,5,I prefer diet coke if I want a soda! Others are way too sweet!
daniel nevins,31-Dec-23,4,GOOD SODA
Anonymous,18-Jan-24,5,MY MINI FRIDGE HAS DIET AND ZERO SUGAR FREE SODAS. IM PLEASED WITH PURCHASE - RAHILA BERKELEY CA
Decorative tree lamp,25-Dec-23,4,Crisp. Refreshing. Delicious
Ayanna ,16-Jan-24,5,"This is the same as the diet coke in stores, except at a lower price thankfully"
George W.,7-Mar-24,3,I didn't read the listing. These are miniature cans.
RAJ,9-Nov-23,5,As always Diet is the best for everyday needs and occasion.Found a good deal to buy this product.
Mike J.,30-Nov-23,5,Diet Coke in a nice portion size
Benjamin,14-Dec-23,3,We purchase Diet Coke regularly. This particular batch tasted terrible. As if it was diluted. Presumably the flavors in it had lost their stability. The little matter of the expiry date being before our order date may have had something to do with it.
Amy T.,27-Dec-23,3,Package showed up today all beat up with smashed cans that had leaked all over. What a mess!
Kathleen Brander,3-Nov-23,5,Ordered and Delivered. Life is Good!
gloria,29-Apr-23,4,The item was on time and that's a good thing! I'm addicted. But. please put some bubble wrap in the box. Every pack was open on one end. Thanks
Jennifer P. Khazem,4-Sep-23,5,"Again, soda cans are a little higher than in store but I needed them so no problem."
Jimmie Beardsley,30-Sep-23,5,perfect size
Misha Herrera,31-Aug-23,5,12 oz refreshing soda conscience-free sugar-free
Jamie McClure,6-Jun-23,5,Amazon allows a seniors to get deliveries and all are heavy stuff is brought straight to our door it relieves us of a lot of back pain and bending over it is a great service for seniors
KB81,5-May-23,5,Often out of stock but great to have fresh deliver to your door! They are heavy and cannot hang out in the car when it is warm (sweetener is temp sensitive).
Mary I. Oliver,13-Jul-22,3,"Diet and plain coke has a SECRET 'no jitters, no nervousness' caffeine! I can drink 10 a day and never get nervous. Sleep ok. BUT; many doctors admit the artificial sweeteners (aspartame.., are unhealthy, can cause harm.I have called the Coca cola and Pepsi companies for years begging them to make a cola with NO sweetener! Just let us put our OWN sweetener in; fresh or frozen orange juice, lemon... They refuse to do this, or they add in a different toxic artificial sweetener or herb...PLEASE make a us a NO SWEETNER Diet Coke! If major soda businesses will not do this; I hope some other business tries it. (The health food stores have one but its full of that toxic stevia and jitter, nervous causing coffee caffeine.)Maybe the secret caffeine in colas is another chemical and is also unhealthy? Trying to stay on cocoa only.I teach people that sodas, colas are harmful, but secretly I often have addition to them."
Richard Roma,17-Jun-23,5,"What can I say, it's exactly what you'd expect, which is the best diet soda on the planet."
RWm,16-Jun-23,5,"Everything goes better with Coca Cola.Diet, in this case!Mmmm"
M,28-Mar-23,5,"You can't go wrong with soda, it tastes the same as if I went and bought it in store"
Olivia,5-Jun-23,5,Arrived in good condition.
Kelly Rose,6-Mar-23,5,I love diet cokes I can't believe they have tripled in price since 2020 but when your hooked you will pay
Benny,27-Aug-22,5,If your not a big drinker when eating they are the perfect size no waste. I’m reading reviews to small 1 Star review. It makes me laugh mini 7.5 Oz. They ain’t no 12 Oz or 16 Oz. You knew that when you bought em. Why complain then?? You can read!
Angie,9-Apr-23,5,"As described, I would purchase again!"
Sandy o.,17-Sep-22,5,We don't drink soda anymore. But if we get sick with flu this is great for settling tummy. Works just as well as real coke. So I always keep some handy and sent daughter some to plus it's diet so no worries.
Michelle D.,1-Sep-22,5,"After a ten year hiatus of drinking any kind of soda, I started craving diet coke. Does not disappoint, but I need to stop! The aspartame is so bad for you, but it’s addictive!"
Juliana Van Arsdale,13-Mar-23,5,Price should be reduced
Katie H,17-Mar-23,5,It’s very good
A. Wu,5-Jul-21,5,The coke cans are always fresh and nicely delivered by Amazon fresh. I feel Amazon fresh also provides the coke at reasonable prices approx 5 dollars for a 12 pack and often has coupons. Maybe it is better we cut back on soft drinks for our collective health but sometimes it’s nice to have a cold Diet Coke on a hot summer day.
Todd H,24-Sep-21,4,"Well, it's nice to have a carbonated drink. -- That is, if you like it and if it doesn't have an extreme amount of High Fructose Corn Syrup. This product has artificial color, but not High Fructose Corn Syrup."
Sal Scarso,1-Jul-23,3,It taste terrible
Grandma Sunny,18-Feb-23,5,As expected
Cindi Harwood Rose,8-Jun-22,5,Higher than stores but who wants to carry these home? It’s worth it coming to my doorstep at a higher price.
Sabadicci,6-Apr-22,5,I don’t know what’s going on but this is ABSOLUTELY delicious. I know it’s “just” Diet Coke but something changed to make it a party in my mouth.
Diana H.,9-Dec-22,5,Good
Traci,21-Jul-20,3,"Amazon tricked me!!!!! I've been bamboozled!!! I love diet coke. I've always wanted to be that hot skinny bish drinking diet coke surrounded by muscle studs. However Amazon made sure to not include that sweet beverage tax in the original listing price.To my surprise, when I went to view my receipt, I saw $3 tax!!! I thought i was getting a bargain paying $5 for a 12 pack. I was wrong. I will really be combing every detail with a fine tooth comb when it comes to shopping on here now.Now now Amazon, it's ok dear. I forgive you, THIS TIME. Next time, I won't be fooled."
Mary Vargas,25-Aug-22,5,"I like the portion size, not too much"
Anna L.,4-Sep-22,5,The best drink in the world!
D. Coral,21-Dec-20,5,I’ve been drinking this in mass quantity for more than 30 years straight. I’m addicted. Amazon Fresh is my new pimp daddy.
Susan Vanderbilt,7-Sep-20,4,"I would have given this one a perfect rating if it wasn't more expensive than I'm used to buying, and if it was good for me to drink it."
james clifford,10-Apr-22,5,"Great taste, but not a great price"
miya wang,25-May-22,5,Will buy it again
A buyer,30-Aug-21,5,"was good, tasty, and came in no time.makes me buy again sooner than i would need it "
wendy pendergast,31-Dec-21,5,It was fresh and had a good taste .Packed well.
Kelly Moss,15-Apr-24,1,"I bought a 10 pack of mini diet cokes, the box was opened and I was missing 3 cans."
SM11542,30-Jul-20,5,Don't settle for anything less than the real thing! Been a Coca-Cola fan for many years. This is a great multi-pack of 24 cans which provides good value as Coca-Cola never lasts long in our house.
belinda,1-Apr-20,5,"Great prices start at eight dollars which is the standard price for that 24 cans and it went down to seven and then at the end it way down to six, so I bought an extra one. Great value"
James,2-Jun-21,5,Is anyone actually reading this? Is this affecting your decision to buy diet coke in any way?
Sam Cunningham,1-Oct-21,5,It’s Diet Coke I really can’t say anything bad about it.
bruja00001,15-Apr-20,5,All cans arrived with top smashed. Could not drink from can but had to pour coke into glass after forcing dangerous tab out of the way to be able to pour.
Sherri mckowen,22-Feb-22,5,Great price
KMADC,6-Mar-21,5,Everyone should love 12 in the package. Definitely can be a good value for the money.
J. Morse,4-May-19,5,"Tried one again recently and it tasted like battery acid, but was enough to get me on the horse again. Now if I can just kick the habit. Amazon, get that lime la croix back in stock already!"
Danielle,28-Feb-21,5,"Ummm who doesn’t live Diet Coke from a can? It’s quick to drink, and starts with a fizz"
buguy,5-Aug-20,5,"Apparently i misread the add. I never would have paid $20 for a $5 12 pack of soda. I thought it was 12, 12 packs!"
Book_Guru,20-May-20,5,"Delicious flavor, but a 24 pack is not enough to fill a standard bath tub. I will probably be ordering a few more to complete this task."
Ally,30-Mar-21,5,I’m addicted to DC and always looking for the best price. Good deal!
Gloria Pollock,9-Apr-24,1,products are within a month of expiration.
audio video lover,31-Jul-20,5,"I especially like that it's caffeinated. On many occasions, the caffeine has helped stave off a migraine headache."
Deana Blake,15-Jul-20,5,I love drinking Diet Coke. I like how it’s in a case of 24. The price is very reasonable too.
Ms coco,16-Apr-20,5,"Definitely worth to buy, thank you amazon! During this time still keep the high quality of delivery and price reasonable!"
Amanda Osmond,14-Feb-21,5,We got diet Cokes and there amazing good
Travis Dommert,16-Jul-20,5,Nothing fancy...just what you'd expect. A case of Diet Coke delivered to your door. 
Rody,2-Jun-20,5,This was a great value and gets delivered to my door. What else could I ask for?
Russell A. Duncan,2-Mar-20,5,Diet Coke delivered to your door is a huge convenience. The product seemed fresh and the price was very competitive.
Jane Bettis,13-Apr-22,3,They are tiny. Turns out I like bigger cans.
Robin,29-Apr-18,5,I’m addicted at this point. No way around it. I’ve accepted my fate. The delivery’s awesome. Apologies to the delivery driver that has to bring this stuff to my house because I drink so much of it.
Back to the Office,28-Jun-23,2,Disliked that I received dented cans.
LadyE,14-May-20,5,"If you like diet coke, like me , this is a nice deal."
Antzack,23-Nov-20,4,Its pop
BHop,2-Sep-19,5,This was a great price. As we age we are more and more grateful for delivery and great prices!
Jill Willinger,6-Sep-19,5,"I love diet coke! I wish it was more available to order. So often, it is unavailable."
Tammy Gallivan,17-Feb-21,5,It is a great tasting product
mombird,14-May-21,5,My favorite cola.
Robin Cantrell,29-Feb-24,1,Its additive and is terrible to drink alot of bad ingredients.
SLouie,21-Sep-20,5,Favorite soda; have with lunch or dinner daily.
rose reads,9-Dec-19,5,I like the delivery and the product is competitive with my local grocery store.
Seattleite,5-Aug-19,5,Stop spendimg money in vending machimes and bodegas. This is a good deal.
JRI-Tech Yes!,15-Sep-22,2,"Stop jacking up the price of Diet Coke, let is Americans mess up our kidneys cheaply like we used to be able to do."
HarryPotter,23-Feb-21,5,Good
M Norris,21-Aug-20,3,"Love Diet Coke, but cases were delivered from Fresh damaged, so all the cans are bulging out at the bottom. Makes the soda taste flat somehow"
ray ray,22-Jan-21,5,Nothing bad
J. F. Krueger,19-Oct-20,5,good buy and delivery
Gadget Girl,28-Mar-20,5,Who doesn’t want an ice cold Diet Coke?!?
lisa roldan,25-Feb-24,1,It was flat..
Charlotte J. Burgess,19-Jan-24,1,No they were frozen when delivered when box was opened rhe cans started exploding.
Kat Metcalf,23-May-20,5,Diet Coke is great.
Mark Leberfinger,8-Apr-24,5,"I’m happy with the quick shipping. The Diet Coke tastes great, and it was at a great price."
Brianna Brier,23-Feb-24,5,"perfect! crisp flavor, and cheap. I always love purchasing Diet Coke on Amazon."
Amazon Customer,8-Apr-24,5,Cheaper then I can buy here delivered right to my door. Freshness and quality are great. I take these too work and ave money along with order regularly.
diane johnson,4-Apr-24,5,"Glad to have this show up on my doorstep, not for every day usage, but for special occasions when i want a little cool bubbly drink."
Paula Sawyer,28-Mar-24,5,Always love have my dc around. The better prices helps a lot.
NCS,9-Apr-24,4,"There is nothing wrong with this item. Came quick, well packed, no leaks or dents and tastes great. My only issue is that the expiration date on the bottles is May 24, 2024. Today is April 9, 2024. They expire at the end of next month. That is a bit too soon! 6 weeks? I think it should be a longer window. So, -1 star for this. Love the price, but please sell fresh product."
Lee Ann Zuliani,11-Apr-24,5,This has got to be my guilty pleasure. I know it is not supposed to be good for you but I absolutely love it.
Terence,13-Mar-24,5,cause i like having it on hand and i don't drink that much so i suggest you stock up.....i doubt retailers are going to drop the price.....plus they package it great to avoid leakage
Connie P,3-Apr-24,4,"My husband and I both drink a lot of Diet Coke. (I usually drink Caffeine Free Diet Coke.) We both love the flavor, the fact is doesn't have any calories, and the way it quenches our thirst. We are aware, however, of the potential negative health effects of its ingredients. The price has really gone up since the pandemic, with Amazon's price being on par with our grocery store sale prices."
Signy,9-Apr-24,4,I have been receiving Coke Zero.it is okay but I would rather have Diet Coke.I thought that was what I ordered.
Eureka ,11-Apr-24,5,It was nice
Jennifer Holloman,6-Apr-24,5,Love it excellent taste
